Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Cluster
Digimon Tamers: Runaway Locomon,"six months after the d-reaper was destroyed, the tamers are planning to throw rika a surprise party, but rika finds out. suddenly a train-digimon named locomon begins to race around the tracks, causing havoc. the tamers respond to this, as takato digivolves guilmon into growlmon to stop the train digimon but fails as takato, rika and renamon get on it in an attempt to slow it down. the others, excluding suzie, use a freight train to catch up with locomon",14.412,11,6.7,ja,animation,3
Dreamscape,"a government funded project looks into using psychics to enter people's dreams, with some mechanical help. when a subject dies in their sleep from a heart attack, alex gardner becomes suspicious that another of the psychics is killing people in the dreams somehow and that is causing them to die in real life. he must find a way to stop the abuse of the power to enter dreams.",14.412,196,6.1,en,adventure,7
Into the Forest,"in the not too distant future, two young women who live in a remote ancient forest discover the world around them is on the brink of an apocalypse. informed only by rumor, they fight intruders, disease, loneliness & starvation.",14.411,552,5.8,en,drama,9
Case Closed: Countdown to Heaven,"as a pair of towers in tokyo are being prepared for their grand opening, there is a series of murders of people connected to the towers. conan suspects that the mysterious syndicate may also be involved.",14.411,108,7.2,ja,crime,-1
Funny Face,a shy greenwich village book clerk is discovered by a fashion photographer and whisked off to paris where she becomes a reluctant model.,14.411,532,7.0,en,music,39
Titanic,"unhappily married, julia sturges decides to go to america with her two children on the titanic. her husband, richard also arranges passage on the luxury liner so as to have custody of their two children. all this fades to insignificance once the ship hits an iceberg.",14.41,82,6.4,en,drama,9
"Eat, Play, Love","veterinarian dr. carly monroe makes it a habit to stop by the local dog shelter as often as possible because she loves dogs and secretly loves the shelter’s owner, dan. unfortunately, he has agreed to marry his glamorous tv personality girlfriend and move to the big apple. with dan’s big move looming, his sister decides to take matters into her own hands.",14.408,60,7.2,en,comedy,11
Fast Five,"former cop brian o'conner partners with ex-con dom toretto on the opposite side of the law. since brian and mia toretto broke dom out of custody, they've blown across many borders to elude authorities. now backed into a corner in rio de janeiro, they must pull one last job in order to gain their freedom.",14.408,6589,7.2,en,action,6
Dangerous Lies,"after losing her waitressing job, katie franklin takes a job as a caretaker to a wealthy elderly man in his sprawling, empty chicago estate. the two grow close, but when he unexpectedly passes away and names katie as his sole heir, she and her husband adam are pulled into a complex web of lies, deception, and murder. if she's going to survive, katie will have to question everyone's motives — even the people she loves.",14.407,366,6.4,en,thriller,8
The Muppet Movie,a hollywood agent persuades kermit the frog to pursue a career in hollywood. on his way there he meets his future muppet crew while being chased by the desperate owner of a frog-leg restaurant!,14.407,429,7.1,en,comedy,11
Hajime no Ippo - Mashiba vs. Kimura,"kimura finally has his championship match. it takes place at the annual champion carnival. but now he must face the intense champion, mashiba for the junior lightweight championship.",14.406,15,6.6,ja,animation,3
In a Better World,"the lives of two danish families cross each other, and an extraordinary but risky friendship comes into bud. but loneliness, frailty and sorrow lie in wait.",14.406,316,7.2,da,drama,88
Rock Star,"a wannabe rock star who fronts a pennsylvania-based tribute band is devastated when his kick him out of the group he founded. things begin to look up for izzy when he is asked to join steel dragon, the heavy metal rockers he had been imitating for so long. this film is loosely based on the true story of the band judas priest.",14.405,580,6.7,en,music,39
Who Finds a Friend Finds a Treasure,"alan gets a map to some war treasure which the japanese army left behind on a small pacific island at the end of world war ii. but some gangsters try to steal the map from him and so he hides on charlie's boat which just leaves the harbor. he manipulates the ship's compass so that charlie is not aware that he is sailing to the treasure island. but when they step on the island, they discover that it is not as abandoned as they believed: there are some natives - and a japanese soldier still defending the treasure",14.403,477,6.8,it,action,84
American Kamasutra,a young woman finds herself involved in a dangerous love triangle when she gets involved with the writer of a popular steamy novel.,14.402,26,5.0,en,drama,9
Devil's Knot,the savage murders of three young children sparks a controversial trial of three teenagers accused of killing the kids as part of a satanic ritual.,14.402,529,6.1,en,crime,14
Doraemon: Nobita's Great Battle of the Mermaid King,"when nobita feels like diving in his hometown, doraemon uses a underwater pump simulator to pump all the water out of tokyo, causing the entire city to go underwater. that night, doraemon and nobita use a diving mask simulator to dive underwater. later on, lots of fish, and a shark attack doraemon and nobita. so, doraemon puts a stop on the underwater pump simulator, but there is a girl named sophia, lying down on the bushes in his neighborhood.",14.401,33,6.7,ja,adventure,15
Conor McGregor: Notorious,"conor mcgregor is the biggest star in the history of mixed martial arts. filmed over the course of 4 years, notorious is the exclusive, all-access account of conor’s meteoric rise from claiming benefits and living in his parents' spare room in dublin to claiming multiple championship ufc belts and seven figure pay-packets in las vegas.",14.399,136,7.1,en,documentary,16
A Most Wanted Man,a chechen muslim illegally immigrates to hamburg and becomes a person of interest for a covert government team which tracks the movements of potential terrorists.,14.399,1091,6.5,en,thriller,8
Perfect Sense,"in glasgow, scotland, while a mysterious pandemic begins to spread around the world, susan, a brilliant epidemiologist, falls in love with michael, a skillful cook.",14.398,907,6.9,en,drama,9
